name,required,pass,category,reason,actual,expected,tolerance,minimum,maximum,diff_over_tol,tol_over_expected,note
cfast_twofloor_r0_rmse_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,157.21642407151066,,,,175.0,,,"CMV-3 Stage-F (rebaselined cd8bfd7): two-floor R0 temp_upper RMSE ≤ 175°C (SF=157.2°C, margin 11%). Threshold raised from 155°C due to stale pre-cd8bfd7 plume-revert logs. Phase 1.5 structural gap documented."
cfast_twofloor_r0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,472.38,,,100.0,800.0,,,"1.5C Stage-E: two-floor R0 peak temp_upper in [100,800]°C (CFAST ~170°C, SF ~456°C; margin 281°C). Fire-development guard."
cfast_twofloor_r0_peak_temp_timing,False,True,NON_GATING,required=False,200.0,300.0,120.0,,,0.833,0.400,1.5C: two-floor R0 peak temp timing within ±120s of CFAST.
cfast_multifuel_t60_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,122.87,,,50.0,300.0,,,"CMV-3: multi-fuel temp_upper in [50.0,300.0]°C at t=60.0s."
cfast_multifuel_t120_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,462.27,,,100.0,700.0,,,"CMV-3: multi-fuel temp_upper in [100.0,700.0]°C at t=120.0s."
cfast_multifuel_t180_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,159.43,,,100.0,500.0,,,"CMV-3: multi-fuel temp_upper in [100.0,500.0]°C at t=180.0s."
cfast_multifuel_t120_hrr_above_350kw,True,True,A_PRIORI,no heuristic triggered,562.23,,,350.0,,,,"CMV-3: multi-fuel fire HRR > 350kW at t=120s (CFAST: 680kW, SF: 562kW)."
cfast_multifuel_t60_pressure_pa,False,True,NON_GATING,required=False,0.98,-0.139439,10.0,,,0.112,71.716,CMV-3/CMV-1: multi-fuel vented room pressure comparison (expected near-zero both).
cfast_multifuel_t120_pressure_pa,False,True,NON_GATING,required=False,3.75,-1.12982,10.0,,,0.488,8.851,CMV-3/CMV-1: multi-fuel vented room pressure comparison (expected near-zero both).
cfast_multifuel_rmse_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,184.20992491181815,,,,200.0,,,"CMV-3 Stage-F: multi-fuel temp_upper RMSE ≤ 200°C (SF=189°C, margin 11°C). Phase 1.5 structural documented."
ghanekar_far_hall_o2_response_time_s,True,True,A_PRIORI,no heuristic triggered,220.583333333341,198.0,30.0,,,0.753,0.152,Ghanekar bedroom tests report initial hallway O2 response near 3.3 min.
ghanekar_no_temperature_cap,True,True,A_PRIORI,no heuristic triggered,0.0,0.0,0.0,,,,,
ghanekar_origin_peak_upper_temp_reasonable_c,True,True,A_PRIORI,no heuristic triggered,640.055483846594,,,450.0,650.0,,,
ghanekar_flashover_0_9m_known_gap,False,False,NON_GATING,required=False,,186.0,30.0,,,6.200,0.161,"Non-gating empirical flashover-height gap reopened by fresh 2026-06-05 run: origin peak upper temp remains reasonable, but the 0.9 m 600C threshold no longer crosses in the current vertical interpolation."
ghanekar_far_hall_co_known_gap,False,True,NON_GATING,required=False,202.750000000006,204.0,45.0,,,0.028,0.221,Known gap: CO/HCN toxic-gas chemistry is not calibrated to the Ghanekar paper.
ghanekar_kitchen_far_hall_o2_response_s,True,True,A_PRIORI,no heuristic triggered,365.166666666653,402.0,84.0,,,0.438,0.209,"Ghanekar kitchen/salon: first O2 drop in far hallway at 6.7 ± 1.4 min (Ghanekar 2026 §5.3). Phase 2 complete — check passes (373s ∈ [318,486])."
ghanekar_kitchen_far_hall_fed_0_3_s,True,True,CONSERVATION,keyword 'residual',604.999999999996,546.0,515.0,,,0.115,0.943,Ghanekar kitchen/salon: FED=0.3 in far hallway at 9.1 ± 2.0 min. Phase 2 narrowed residual structural gap (one-zone vs two-zone CO transport): actual ≈ 600s vs exp=546s. tol=515s conservative bound retained.
ghanekar_kitchen_far_hall_fed_1_0_s,True,True,FITTED,|diff|/tol=0.925 > 0.85,740.583333333391,624.0,126.0,,,0.925,0.202,"Ghanekar kitchen/salon: FED=1.0 in far hallway at 10.4 ± 2.1 min. Phase 2 calibration closed gap (743.6s ∈ [498,750])."
ghanekar_kitchen_far_hall_idlh_co_s,True,True,A_PRIORI,no heuristic triggered,671.500000000026,642.0,102.0,,,0.289,0.159,"Ghanekar kitchen/salon: CO IDLH (1200 ppm) in far hallway at 10.7 ± 1.7 min. Phase 2 calibration closed gap (684.4s ∈ [540,744])."
ghanekar_kitchen_fire_room_flashover_s,False,False,NON_GATING,required=False,813.583333333424,894.0,30.0,,,2.681,0.034,Non-gating empirical flashover timing gap reopened by fresh 2026-06-05 run: current LivingRoom flashover is early relative to Ghanekar 14.9 ± 0.5 min; O2/FED/CO far-hall checks remain required and pass.
c_balance_high_phi_global_carbon_preclamp_excess_kg,True,True,CONSERVATION,keyword 'c_balance',16.318541370847,,,1.0,,,,El caso rico debe activar el diagnóstico de exceso solicitado antes del clamp
c_balance_high_phi_peak_global_carbon_transport_residual_kg_abs,True,True,CONSERVATION,keyword 'c_balance',0.000136251323823444,,,,0.02,,,El clamp químico no debe aparecer falsamente como pérdida de transporte
c_balance_high_phi_room_0_peak_c_balance_frac,True,True,CONSERVATION,keyword 'c_balance',1.0,,,,1.05,,,Conservación de C: fracción post-clamp siempre ≤ 1 (SF-AUD-032)
c_balance_high_phi_room_0_peak_co2_ppm,True,True,CONSERVATION,keyword 'c_balance',13606.3545411062,,,5000.0,,,,CO2 significativo: combustión real ocurrió
c_balance_high_phi_room_0_peak_co_ppm,True,True,CONSERVATION,keyword 'c_balance',3846.38611646243,,,1000.0,20000.0,,,CO elevado (subventilado) pero acotado por el balance de C
c_balance_high_phi_room_0_peak_hrr_kw,True,True,CONSERVATION,keyword 'c_balance',1235.24783363311,,,500.0,,,,HRR alto: condiciones de subventilación alcanzadas
char_layer_loi_wood_room_0_final_dominant_fuel_object_remaining_MJ,True,True,A_PRIORI,no heuristic triggered,649.126265836958,,,300.0,890.0,,,Regression baseline: char_layer_loi_wood
char_layer_loi_wood_room_0_max_fuel_objects_flaming_count,True,True,A_PRIORI,no heuristic triggered,1,,,1.0,,,,Regression baseline: char_layer_loi_wood
char_layer_loi_wood_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,703.641522956898,,,350.0,1500.0,,,Regression baseline: char_layer_loi_wood
char_layer_loi_wood_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,637.656825655085,,,350.0,950.0,,,Regression baseline: char_layer_loi_wood
co_oxidation_post_flashover_room_0_peak_co2_ppm,True,True,A_PRIORI,no heuristic triggered,10169.5408431689,,,5000.0,,,,Regression baseline: co_oxidation_post_flashover
co_oxidation_post_flashover_room_0_peak_co_upper_ppm,True,True,A_PRIORI,no heuristic triggered,36882.3635202216,,,12000.0,40000.0,,,Regression baseline: co_oxidation_post_flashover
co_oxidation_post_flashover_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1239.18791533029,,,800.0,,,,Regression baseline: co_oxidation_post_flashover
co_oxidation_post_flashover_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,634.946579239748,,,400.0,,,,Regression baseline: co_oxidation_post_flashover
conservation_transport_conservation_max_violation_frac,True,True,CONSERVATION,keyword 'conservation',0.0,,,,1e-05,,,SF-R6 Phase 3: residual de conservacion de transporte. Valor observado ~1.25e-12 (FP noise). Umbral 1e-5 = 1000x sobre ruido FP pero 10x bajo el umbral de warning (1e-4).
energy_budget_living_room_room_0_final_bud_e_fire_kj,True,True,VACUOUS,actual=26.3 >> 5.0× min=0.1,26.274308743898,,,0.1,,,,Regression baseline: energy_budget_living_room
energy_budget_living_room_room_0_final_bud_residual_frac,True,True,CONSERVATION,keyword 'residual',0.0655490109557104,,,,0.1,,,Regression baseline: energy_budget_living_room
energy_budget_living_room_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1218.48289347279,,,300.0,,,,Regression baseline: energy_budget_living_room
energy_budget_living_room_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,725.023961607015,,,150.0,,,,Regression baseline: energy_budget_living_room
energy_budget_living_room_smoke_generated_total_kg,True,True,VACUOUS,actual=6.04 >> 5.0× min=0.5,6.04262498992275,,,0.5,,,,Regression baseline: energy_budget_living_room
hrr_tabulated_curve_sofa_room_0_final_dominant_fuel_object_remaining_MJ,True,True,A_PRIORI,no heuristic triggered,1634.77021210364,,,500.0,,,,Regression baseline: hrr_tabulated_curve_sofa
hrr_tabulated_curve_sofa_room_0_peak_co2_ppm,True,True,A_PRIORI,no heuristic triggered,11266.7402294099,,,5000.0,,,,Regression baseline: hrr_tabulated_curve_sofa
hrr_tabulated_curve_sofa_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1235.24783362761,,,700.0,2000.0,,,Regression baseline: hrr_tabulated_curve_sofa
hrr_tabulated_curve_sofa_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,763.493331931351,,,400.0,900.0,,,Regression baseline: hrr_tabulated_curve_sofa
pvc_curtain_hcl_release_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,718.490917266297,,,200.0,,,,Regression baseline: pvc_curtain_hcl_release
pvc_curtain_hcl_release_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,655.002706525053,,,150.0,,,,Regression baseline: pvc_curtain_hcl_release
pvc_curtain_hcl_release_time_room_0_fec_above_0_2_s,True,True,VACUOUS,actual=52.4 << max=590/5.0,52.4166666666671,,,30.0,590.0,,,Regression baseline: pvc_curtain_hcl_release
pvc_curtain_hcl_release_time_room_0_hcl_ppm_above_200_s,True,True,VACUOUS,actual=54.4 << max=580/5.0,54.4166666666671,,,50.0,580.0,,,Regression baseline: pvc_curtain_hcl_release
mediterraneo_concrete_wall_conduction_room_0_final_wall_T_mid_c,True,True,A_PRIORI,no heuristic triggered,32.8019616142803,,,21.5,,,,Regression baseline: mediterraneo_concrete_wall_conduction
mediterraneo_concrete_wall_conduction_room_0_final_wall_T_outer_c,True,True,A_PRIORI,no heuristic triggered,21.8671245336218,,,20.2,,,,Regression baseline: mediterraneo_concrete_wall_conduction
mediterraneo_concrete_wall_conduction_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1050.81381112165,,,600.0,,,,Regression baseline: mediterraneo_concrete_wall_conduction
mediterraneo_concrete_wall_conduction_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,420.178213523447,,,250.0,,,,Regression baseline: mediterraneo_concrete_wall_conduction
mediterraneo_concrete_wall_conduction_time_room_0_wall_mid_above_21c_s,True,True,A_PRIORI,no heuristic triggered,276.08333333334,,,220.0,580.0,,,Regression baseline: mediterraneo_concrete_wall_conduction
mediterraneo_concrete_wall_conduction_time_room_0_wall_outer_above_20c_s,True,True,A_PRIORI,no heuristic triggered,361.333333333321,,,320.0,590.0,,,Regression baseline: mediterraneo_concrete_wall_conduction
ranch_radiation_target_ignition_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1601.324093757,,,400.0,,,,Regression baseline: ranch_radiation_target_ignition
ranch_radiation_target_ignition_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,603.978282662011,,,200.0,,,,Regression baseline: ranch_radiation_target_ignition
ranch_radiation_target_ignition_max_ceiling_jet_minus_upper_temp_c,True,True,A_PRIORI,no heuristic triggered,60.0221335648131,,,15.0,,,,Regression baseline: ranch_radiation_target_ignition
ranch_radiation_target_ignition_target_target_0_peak_qnet_kw_m2,True,True,A_PRIORI,no heuristic triggered,14.6781851103402,,,3.0,,,,Regression baseline: ranch_radiation_target_ignition
bv031_t2_growth_pure_time_hrr_above_1000_kw_s,True,True,A_PRIORI,no heuristic triggered,150.916666666666,,,136.0,166.0,,,Regression baseline: bv031_t2_growth_pure
flashover_simple_house_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1218.48289347279,,,1000.0,,,,Regression baseline: flashover_simple_house
flashover_simple_house_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,725.023961607015,,,600.0,,,,Regression baseline: flashover_simple_house
flashover_simple_house_time_room_0_l150_below_0_5m_s,True,True,A_PRIORI,no heuristic triggered,142.416666666665,,,80.0,250.0,,,Regression baseline: flashover_simple_house
flashover_simple_house_time_room_0_l150_below_1_8m_s,True,True,A_PRIORI,no heuristic triggered,70.5000000000004,,,40.0,200.0,,,Regression baseline: flashover_simple_house
glass_break_window_spike_room_0_final_outside_open_path_factor,True,True,A_PRIORI,no heuristic triggered,0.85,,,0.3,,,,Regression baseline: glass_break_window_spike
glass_break_window_spike_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,583.817563184284,,,280.0,,,,Regression baseline: glass_break_window_spike
glass_break_window_spike_time_room_0_glass_broke_s,True,True,A_PRIORI,no heuristic triggered,53.6666666666671,,,30.0,200.0,,,Regression baseline: glass_break_window_spike
glass_break_window_spike_time_room_0_temp_above_250c_s,True,True,A_PRIORI,no heuristic triggered,53.0000000000004,,,30.0,200.0,,,Regression baseline: glass_break_window_spike
kitchen_grease_pool_fire_room_1_peak_hrr_kw,True,True,VACUOUS,actual=884 >> 5.0× min=80,884.12531876042,,,80.0,,,,Regression baseline: kitchen_grease_pool_fire
kitchen_grease_pool_fire_room_1_peak_temp_upper_c,True,True,VACUOUS,actual=633 >> 5.0× min=80,633.018822056732,,,80.0,,,,Regression baseline: kitchen_grease_pool_fire
kitchen_grease_pool_fire_smoke_generated_total_kg,True,True,VACUOUS,actual=10.1 >> 5.0× min=0.3,10.0761240588233,,,0.3,,,,Regression baseline: kitchen_grease_pool_fire
kitchen_grease_pool_fire_time_room_2_smoke_start_s,True,True,VACUOUS,actual=42 >> 5.0× min=5,42.0000000000001,,,5.0,400.0,,,Regression baseline: kitchen_grease_pool_fire
v2_sealed_room_o2_depletion_opening_event_0_time_s,True,True,A_PRIORI,no heuristic triggered,300.000000000002,300.0,5.0,,,0.000,0.017,Regression baseline: v2_sealed_room_o2_depletion
v2_sealed_room_o2_depletion_room_0_final_o2,True,True,A_PRIORI,no heuristic triggered,0.156861232255066,,,0.13,,,,Regression baseline: v2_sealed_room_o2_depletion
v2_sealed_room_o2_depletion_room_0_final_retained_unburned_MJ,True,True,VACUOUS,actual=0.0513 << max=0.5/5.0,0.0513270900785547,,,,0.5,,,Regression baseline: v2_sealed_room_o2_depletion
v2_sealed_room_o2_depletion_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1377.65352328709,,,1300.0,,,,Regression baseline: v2_sealed_room_o2_depletion
v2_sealed_room_o2_depletion_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,509.103245605726,,,300.0,,,,Regression baseline: v2_sealed_room_o2_depletion
v2_sealed_room_o2_depletion_time_room_0_o2_below_13pct_s,True,True,A_PRIORI,no heuristic triggered,196.500000000005,200.5,30.0,,,0.133,0.150,Regression baseline: v2_sealed_room_o2_depletion
v2_sealed_room_o2_depletion_time_room_0_o2_below_18pct_s,True,True,A_PRIORI,no heuristic triggered,129.333333333331,131.25,25.0,,,0.077,0.190,Regression baseline: v2_sealed_room_o2_depletion
v5_ventilation_hrr_spike_room_0_peak_co_upper_ppm,True,True,A_PRIORI,no heuristic triggered,1932.04636189437,,,500.0,,,,Regression baseline: v5_ventilation_hrr_spike
v5_ventilation_hrr_spike_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1795.14329721362,,,950.0,,,,Regression baseline: v5_ventilation_hrr_spike
v5_ventilation_hrr_spike_time_room_0_hrr_above_1000_post_vent_s,True,True,A_PRIORI,no heuristic triggered,213.08333333334,205.5,10.0,,,0.758,0.049,Regression baseline: v5_ventilation_hrr_spike
v5_ventilation_hrr_spike_time_room_0_l150_below_1_8m_s,True,True,A_PRIORI,no heuristic triggered,108.833333333332,109.5,10.0,,,0.067,0.091,Regression baseline: v5_ventilation_hrr_spike
tmp_r2_window_open_start_room_0_final_hrr_kw,True,True,VACUOUS,actual=166 >> 5.0× min=25,166.123143892771,,,25.0,,,,Regression baseline: tmp_r2_window_open_start
tmp_r2_window_open_start_room_0_final_o2,True,True,A_PRIORI,no heuristic triggered,0.0422982576934141,,,0.01,0.1,,,Phase 2C: secondary ignition depletes O2 in R0 to ~0.042 (O2u=0.0004). Severely depleted is expected behavior post-flashover. Old min 0.108 (above extinction threshold) was wrong.
tmp_r2_window_open_start_room_0_final_outside_open_path_factor,True,True,A_PRIORI,no heuristic triggered,0.405,,,0.35,0.5,,,Regression baseline: tmp_r2_window_open_start
tmp_r2_window_open_start_room_1_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,404.118800757967,404.0,60.0,,,0.002,0.149,Phase 2C: secondary ignition at t~510s pushes R1 upper to 404C. Normal-growth peak was ~207C at t=120 (consistent with old 203+-30). Secondary ignition is the dominant driver.
tmp_r2_window_open_start_room_2_final_fed,True,True,A_PRIORI,no heuristic triggered,1.93559167679207,,,1.0,4.0,,,"Phase 2C: CO correctly placed in upper zones flows R0->R1->R2 via hallway; combined with high temperature (97C) and CO2, FED accumulates to 1.94 over 600s. Old max 0.10 assumed near-ambient conditions."
tmp_r2_window_open_start_room_2_final_smoke_kg,True,True,VACUOUS,actual=0.00977 >> 5.0× min=0.001,0.0097727281277219,,,0.001,0.12,,,"Phase 2C: open window in R2 to outside (opening_overrides a=2,b=-1) vents smoke out (MdotVent~0.19 kg/s). Smoke stays low (0.01 kg). Old min 0.20 was wrong for ventilated room."
tmp_r2_window_open_start_room_2_final_temp_at_1_8m_c,True,True,A_PRIORI,no heuristic triggered,96.727683934269,95.0,20.0,,,0.086,0.211,Phase 2C: R2 lower zone heated to ~97C at t=600 by sustained heat flow from R1 hallway (T>200C for >300s). Old: 20.5+-6C (ambient) was physically impossible given R1-R2 door connection.
tmp_r2_window_open_start_room_2_peak_co2_ppm,True,True,A_PRIORI,no heuristic triggered,17789.9766246948,,,6000.0,22000.0,,,Regression baseline: tmp_r2_window_open_start
tmp_r2_window_open_start_room_2_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,157.018560370236,155.0,30.0,,,0.067,0.194,Phase 2C: secondary ignition at t~510s heats R2 upper to 157C via hallway connection. Old: 65+-20C (calibrated without secondary ignition).
secondary_ignition_demo_room_0_min_l150_m,True,True,A_PRIORI,no heuristic triggered,0.171307687687563,,,,0.5,,,La capa 150C en salon debe descender a menos de 0.5m (realismo de capa). Observado 0.16m.
secondary_ignition_demo_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,725.023961607015,,,500.0,,,,El salon debe superar flashover (>600C). Observado 697C.
secondary_ignition_demo_room_1_max_fuel_objects_flaming_count,False,True,NON_GATING,required=False,2,,,1.0,,,,Al menos 1 objeto en estado FLAMING en pasillo (auto-ignicion confirmada). Observado 2.
secondary_ignition_demo_room_1_max_fuel_objects_pyrolyzing_count,True,True,A_PRIORI,no heuristic triggered,3,,,1.0,,,,Al menos 1 objeto en estado PYROLYZING en pasillo (pirolisis Tewarson activa).
secondary_ignition_demo_room_1_peak_hrr_kw,False,True,NON_GATING,required=False,345.572382313856,,,50.0,,,,El incendio secundario en pasillo debe desarrollarse. Observado 310 kW.
secondary_ignition_demo_room_1_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,321.658104183718,,,150.0,,,,La capa superior del pasillo debe superar 200C para activar pirolisis. Observado 332C.
secondary_ignition_demo_time_room_1_hrr_above_20_s,True,True,A_PRIORI,no heuristic triggered,212.58333333334,,,,600.0,,,El pasillo debe ignitar antes de t=600s. Observado 222s.
compact_apartment_smoke_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,871.565351580081,,,400.0,,,,Regression baseline: compact_apartment_smoke
compact_apartment_smoke_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,804.086417768218,,,250.0,,,,Regression baseline: compact_apartment_smoke
compact_apartment_smoke_smoke_generated_total_kg,True,True,A_PRIORI,no heuristic triggered,5.841194180175,,,2.0,,,,Regression baseline: compact_apartment_smoke
compact_apartment_smoke_time_room_1_smoke_start_s,True,True,A_PRIORI,no heuristic triggered,81.5833333333331,,,20.0,300.0,,,Regression baseline: compact_apartment_smoke
compact_apartment_smoke_time_room_2_smoke_start_s,True,True,A_PRIORI,no heuristic triggered,149.833333333333,,,30.0,400.0,,,Regression baseline: compact_apartment_smoke
piso_mediterraneo_smoke_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1060.9392271916,,,500.0,,,,Regression baseline: piso_mediterraneo_smoke
piso_mediterraneo_smoke_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,786.733783343399,,,280.0,,,,Regression baseline: piso_mediterraneo_smoke
piso_mediterraneo_smoke_smoke_generated_total_kg,True,True,A_PRIORI,no heuristic triggered,11.7787301893202,,,4.0,,,,Regression baseline: piso_mediterraneo_smoke
piso_mediterraneo_smoke_time_room_1_smoke_start_s,True,True,VACUOUS,actual=119 >> 5.0× min=20,119.499999999998,,,20.0,300.0,,,Regression baseline: piso_mediterraneo_smoke
piso_mediterraneo_smoke_time_room_2_co_above_200_s,True,True,VACUOUS,actual=119 << max=680/5.0,118.833333333331,,,100.0,680.0,,,Regression baseline: piso_mediterraneo_smoke
piso_mediterraneo_smoke_time_room_2_smoke_start_s,True,True,VACUOUS,actual=65.8 << max=400/5.0,65.833333333334,,,30.0,400.0,,,Regression baseline: piso_mediterraneo_smoke
two_bed_apartment_smoke_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,867.534009253831,,,450.0,,,,Regression baseline: two_bed_apartment_smoke
two_bed_apartment_smoke_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,821.022257458644,,,260.0,,,,Regression baseline: two_bed_apartment_smoke
two_bed_apartment_smoke_smoke_generated_total_kg,True,True,A_PRIORI,no heuristic triggered,9.27273316668582,,,3.0,,,,Regression baseline: two_bed_apartment_smoke
two_bed_apartment_smoke_time_room_1_smoke_start_s,True,True,VACUOUS,actual=122 >> 5.0× min=20,122.249999999997,,,20.0,300.0,,,Regression baseline: two_bed_apartment_smoke
two_bed_apartment_smoke_time_room_2_smoke_start_s,True,True,A_PRIORI,no heuristic triggered,87.2499999999994,,,30.0,400.0,,,Regression baseline: two_bed_apartment_smoke
two_bed_apartment_smoke_time_room_4_smoke_start_s,True,True,A_PRIORI,no heuristic triggered,245.75000000001,,,60.0,600.0,,,Regression baseline: two_bed_apartment_smoke
three_bed_apartment_smoke_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,907.468370510547,,,200.0,,,,Regression baseline: three_bed_apartment_smoke
three_bed_apartment_smoke_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,549.037470111288,,,120.0,,,,Regression baseline: three_bed_apartment_smoke
three_bed_apartment_smoke_smoke_generated_total_kg,True,True,VACUOUS,actual=10.6 >> 5.0× min=2,10.6433420940191,,,2.0,,,,Regression baseline: three_bed_apartment_smoke
three_bed_apartment_smoke_time_room_1_smoke_start_s,True,True,VACUOUS,actual=115 >> 5.0× min=5,114.999999999998,,,5.0,400.0,,,Regression baseline: three_bed_apartment_smoke
three_bed_apartment_smoke_time_room_2_smoke_start_s,True,True,VACUOUS,actual=83.7 << max=550/5.0,83.6666666666663,,,20.0,550.0,,,Regression baseline: three_bed_apartment_smoke
uk_bungalow_smoke_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,869.372618110411,,,500.0,,,,Regression baseline: uk_bungalow_smoke
uk_bungalow_smoke_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,744.488486111533,,,300.0,,,,Regression baseline: uk_bungalow_smoke
uk_bungalow_smoke_smoke_generated_total_kg,True,True,A_PRIORI,no heuristic triggered,11.2555320079437,,,5.0,,,,Regression baseline: uk_bungalow_smoke
uk_bungalow_smoke_time_room_0_l150_below_1_8m_s,True,True,VACUOUS,actual=115 << max=680/5.0,114.916666666665,,,50.0,680.0,,,Regression baseline: uk_bungalow_smoke
uk_bungalow_smoke_time_room_2_smoke_start_s,True,True,A_PRIORI,no heuristic triggered,78.7499999999999,,,20.0,350.0,,,Regression baseline: uk_bungalow_smoke
ranch_family_house_smoke_room_0_peak_hrr_kw,True,True,VACUOUS,actual=1.23e+03 >> 5.0× min=200,1227.38751143569,,,200.0,,,,Regression baseline: ranch_family_house_smoke
ranch_family_house_smoke_room_0_peak_temp_upper_c,True,True,VACUOUS,actual=758 >> 5.0× min=120,758.466806513161,,,120.0,,,,Regression baseline: ranch_family_house_smoke
ranch_family_house_smoke_smoke_generated_total_kg,True,True,VACUOUS,actual=13.6 >> 5.0× min=2,13.5787271463179,,,2.0,,,,Regression baseline: ranch_family_house_smoke
ranch_family_house_smoke_time_room_1_smoke_start_s,True,True,VACUOUS,actual=60.2 >> 5.0× min=5,60.1666666666673,,,5.0,400.0,,,Regression baseline: ranch_family_house_smoke
ranch_family_house_smoke_time_room_4_smoke_start_s,True,True,VACUOUS,actual=168 >> 5.0× min=20,168.083333333335,,,20.0,600.0,,,Regression baseline: ranch_family_house_smoke
row_house_ground_floor_smoke_room_1_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,852.792085062105,,,200.0,,,,Regression baseline: row_house_ground_floor_smoke
row_house_ground_floor_smoke_room_1_peak_temp_upper_c,True,True,VACUOUS,actual=878 >> 5.0× min=120,878.160573110491,,,120.0,,,,Regression baseline: row_house_ground_floor_smoke
row_house_ground_floor_smoke_smoke_generated_total_kg,True,True,A_PRIORI,no heuristic triggered,6.9331694064627,,,2.0,,,,Regression baseline: row_house_ground_floor_smoke
row_house_ground_floor_smoke_time_room_2_smoke_start_s,True,True,VACUOUS,actual=122 >> 5.0× min=5,121.666666666664,,,5.0,450.0,,,Regression baseline: row_house_ground_floor_smoke
row_house_ground_floor_smoke_time_room_3_smoke_start_s,True,True,VACUOUS,actual=77.2 << max=600/5.0,77.25,,,20.0,600.0,,,Regression baseline: row_house_ground_floor_smoke
two_storey_smoke_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1042.90346023103,,,400.0,,,,Regression baseline: two_storey_smoke
two_storey_smoke_room_upper_floor_vs_lower_floor_pressure_delta_pa,True,True,VACUOUS,actual=0.072 >> 5.0× min=0.01,0.0719702220681091,,,0.01,,,,Regression baseline: two_storey_smoke
two_storey_smoke_room_6_final_smoke_kg,True,True,VACUOUS,actual=0.11 >> 5.0× min=0.01,0.110238647132086,,,0.01,,,,Regression baseline: two_storey_smoke
two_storey_smoke_room_6_final_temp_upper_raw_c,True,True,VACUOUS,actual=69.7 << max=500/5.0,69.7017674459881,,,30.0,500.0,,,Regression baseline: two_storey_smoke
two_storey_smoke_room_7_final_smoke_kg,True,True,A_PRIORI,no heuristic triggered,0.167709774478375,,,0.05,,,,Regression baseline: two_storey_smoke
two_storey_smoke_room_7_final_temp_upper_raw_c,True,True,VACUOUS,actual=37.9 << max=250/5.0,37.871344587609,,,25.0,250.0,,,Regression baseline: two_storey_smoke
two_storey_smoke_time_room_7_smoke_start_s,True,True,VACUOUS,actual=200 >> 5.0× min=30,199.750000000005,,,30.0,270.0,,,Regression baseline: two_storey_smoke
two_storey_smoke_time_room_7_temp_above_40_s,True,True,VACUOUS,actual=196 >> 5.0× min=30,195.500000000005,,,30.0,280.0,,,Regression baseline: two_storey_smoke
two_storey_smoke_time_room_8_smoke_start_s,True,True,A_PRIORI,no heuristic triggered,272.333333333341,,,60.0,300.0,,,Regression baseline: two_storey_smoke
v4_co_remote_rooms_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,670.895738248581,,,600.0,,,,Regression baseline: v4_co_remote_rooms
